name,category,lat,lng,address,municipality,barangay,hotline,bed_capacity,trauma_er,facility_level,capacityInfo
Pizza Hut,supermarket,15.049604,120.697399,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Food Center,government,15.048941,120.696725,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Congo Grill,supermarket,15.049065,120.697039,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Treats,supermarket,15.094353,120.670373,"North Luzon Expressway, Mexico, Pampanga",Mexico,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
McDonald's,supermarket,15.095208,120.669815,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
First Stop 30min Top up -gas,government,15.094801,120.669801,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Barneys Burger Bar + Kitchen,supermarket,15.034875,120.674499,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
EMD555 Car Center,supermarket,15.035127,120.67455,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Capampangan Island Grill Restaurant,supermarket,15.068185,120.648644,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
A La Creme Cakeshop & Cafe,supermarket,15.146399,120.594593,"Pampanga, Pampanga",Pampanga,Central,+63 45 888 2303,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Ristorante Al Bacio,supermarket,15.165957,120.580873,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Aling Lucing's Sisig,supermarket,15.147581,120.589787,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Aling Viring Special Lechon,supermarket,15.145339,120.596984,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Peking House,supermarket,15.163672,120.588911,"Pampanga, Pampanga",Pampanga,Central,+63 45 322 7454,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Bacolod Chicken Inasal,supermarket,15.168079,120.581814,"Pampanga, Pampanga",Pampanga,Central,+63 45 499 0312,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
The Hangout Plus,government,15.165912,120.570872,"Don Juico Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Shanghai Palace Restaurant,supermarket,15.163003,120.590718,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Pizza Hut,supermarket,15.174439,120.589031,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
China Jade Seafood and Dimsum House,supermarket,15.135296,120.587029,"Pampanga, Pampanga",Pampanga,Central,+63 45 888 5178,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Cindy's Bakery & Restaurant,supermarket,15.133475,120.564324,"Pampanga, Pampanga",Pampanga,Central,+63 45 982 9222,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
DC Market Grill,supermarket,15.162286,120.554935,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Dainty China House,supermarket,15.139744,120.587448,"Angeles, Pampanga",Angeles,Central,+6345 8875380;+6345 8883584,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Dr. Pearl Cooler Shop,supermarket,15.135623,120.589021,"Dalan Santo Rosario, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Myrnaki,supermarket,15.16509,120.571838,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Everybody's Cafe,supermarket,15.135517,120.587715,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · cafe
Gerry's Grill,supermarket,15.167653,120.579681,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Giligan's Island Restaurant and Bar,supermarket,15.163451,120.609874,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
House of Bamboo,supermarket,15.160351,120.59266,"Pampanga, Pampanga",Pampanga,Central,+63 45 322 9246,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Hungry Juan Roast Barbecue,supermarket,15.136027,120.587946,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Hyun Jeong Korean Restaurant,supermarket,15.158452,120.558867,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Ikabud,supermarket,15.163441,120.610917,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Jun-Jun's Restaurant,supermarket,15.15962,120.556367,"Friendship Highway, Pampanga, Pampanga",Pampanga,Central,+63 45 625 6556,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
KM 86 Restaurant and Banquet Hall,supermarket,15.158354,120.591437,"Pampanga, Pampanga",Pampanga,Central,+6345 322 7927,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Kenny Rogers Roasters,supermarket,15.167908,120.581057,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mamasuk Pamangan Kapampangan,supermarket,15.150734,120.5924,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mang Inasal,supermarket,15.149826,120.593205,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Max's Restaurant,supermarket,15.167759,120.579577,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mexican Chicken,supermarket,15.125307,120.584922,"Pampanga, Pampanga",Pampanga,Central,+63 45 625 6654,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Niji Japanese Restaurant,supermarket,15.165103,120.559026,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Pacquit's Eatery,supermarket,15.142731,120.589724,"Pampanga, Pampanga",Pampanga,Central,+63 45 888 1125,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Panorama Restaurant,supermarket,15.166192,120.563824,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Pioneer,supermarket,15.16815,120.580524,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Red Kimono Modern Japanese Cuisine,supermarket,15.163419,120.610359,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Reyes Barbecue,supermarket,15.167839,120.580732,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Sbarro,supermarket,15.167909,120.581299,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Lui Ji's Restaurant,supermarket,15.159307,120.556992,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Shinbi,supermarket,15.161885,120.555546,"Pampanga, Pampanga",Pampanga,Central,+63 45 625 6875,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
TGI Fridays,supermarket,15.163458,120.610617,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Taipan Garden Restaurant,supermarket,15.140712,120.589202,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Patchawaran,supermarket,15.161459,120.581178,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Villa Santol,supermarket,15.165144,120.587054,"Pampanga, Pampanga",Pampanga,Central,+63 919 220 1143,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Wanjai Thai Cuisine,supermarket,15.16465,120.558632,"Pampanga, Pampanga",Pampanga,Central,+63 919 390 4380,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Wishing Well,supermarket,15.160208,120.592395,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Wok,supermarket,15.16347,120.590397,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Yats Restaurant and Wine Bar,supermarket,15.180831,120.517265,"Pampanga, Pampanga",Pampanga,Central,+63 45 599 5600,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Yu Fu In Japanese Restaurant,supermarket,15.169073,120.586026,"Angeles, Pampanga",Angeles,Central,+63 45 625 5537,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Dara Falls,government,15.065951,120.52652,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Honda Motorcycles,supermarket,15.342626,120.593821,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · motorcycle
Uncle John's,supermarket,15.051112,120.698674,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Jollibee,supermarket,15.030228,120.715701,"North Luzon Expressway, San Fernando, Pampanga",San Fernando,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Chowking,supermarket,14.850695,120.875124,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Dairy Queen,supermarket,14.850826,120.875652,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · deli
Giordano Outlet,supermarket,14.850757,120.87505,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · clothes
Mang Inasal,supermarket,14.850644,120.875187,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Shell Select,supermarket,14.85091,120.874817,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Starbucks,supermarket,14.850585,120.875281,"North Luzon Expressway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · cafe
Bataan - Pampanga Provincial Boundary,government,14.870542,120.499973,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Laundry Shop,supermarket,15.019577,120.703382,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · laundry
Pampanga EENT and General Hospital,hospital,15.021254,120.699339,"MacArthur Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,120,True,Tertiary / General Hospital,120 Beds · Trauma ER Active · Hotline: (045) 961-0000 / 911
St. Anthony Drug,pharmacy,15.028185,120.69404,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Munoz Clinic,hospital,15.019703,120.700201,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,20,False,Primary Health Clinic / RHU,20 Beds · Hotline: (045) 961-0000 / 911
Dolby Electronic Shop,supermarket,15.02596,120.694793,"General Hizon Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hifi
DMSF Auto Supply,supermarket,15.025885,120.694877,"General Hizon Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_parts
Eternity Hardware,supermarket,15.025922,120.694831,"General Hizon Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Ver Auto Supply,supermarket,15.025833,120.694936,"General Hizon Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_parts
RBA,supermarket,15.033825,120.686749,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
PNB,supermarket,15.033793,120.686794,"MacArthur Highway, San Fernando, Pampanga",San Fernando,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Bretto's Deli & Meatshop,supermarket,15.165798,120.571444,"Don Juico Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Patco Bibingka,supermarket,14.969967,120.618939,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Rain Store,supermarket,14.951605,120.602629,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Uncle John's,supermarket,15.177165,120.528877,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
RCBC,supermarket,15.177202,120.528974,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Mimosa Laundry,government,15.184681,120.536167,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Taxi Terminal,government,15.186856,120.547849,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
M Lhuillier,supermarket,15.02669,120.693941,"General Hizon Avenue, San Fernando, Pampanga",San Fernando,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Fortune Car Accesories,supermarket,15.025971,120.69511,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Eagle Calibration,supermarket,15.024507,120.696118,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Akimson Hardware,supermarket,15.025781,120.694987,"General Hizon Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Pampanga Development Bank,supermarket,15.034499,120.685805,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Holiday Inn Car Park,government,15.182646,120.522877,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Lohas Hotel,government,15.175963,120.515546,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Belen's Special Sisig Eatery,supermarket,15.13258,120.597412,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mang Inasal,supermarket,15.048682,120.666324,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Mercury Drug,pharmacy,15.048773,120.66642,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Shakey's,supermarket,15.048611,120.666378,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Jollibee,supermarket,15.048454,120.666468,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Hug & I Laudry Shop,supermarket,15.03331,120.696783,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · laundry
Abe,government,15.227059,120.705725,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
JDMechanics,government,15.029702,120.676267,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Hen-Lin,supermarket,14.831039,120.908391,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Kenny Rogers;Chatime,government,14.831013,120.908962,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Max's Restaurant,supermarket,14.820945,120.9235,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
KFC,supermarket,14.821521,120.923934,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Drive-through Car Wash,government,14.821285,120.92319,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
GT Oil San Roque Cabiao ,gas_station,15.245125,120.85653,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Gas Station Station,Gasoline & Diesel Fuel · Gas Station
Seinpost Hotel,government,15.163943,120.576582,"Rizal Street, Angeles City, Pampanga",Angeles City,Central,+63 45 624 0208,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Orin's Fast Food,supermarket,15.323695,120.651482,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Feeds & Agro Industrial Store,supermarket,15.011799,120.532313,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · garden_centre
Miracle United Methodist Church,government,14.98543,120.539166,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Valdez Barangay Hall,government,14.98552,120.537474,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Lito Layug Dental Laboratory,government,14.962761,120.626668,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
E-May Store,supermarket,14.976007,120.643346,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Zion Christian Community Church,government,14.882637,120.729468,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
CGE Construction Supply,supermarket,14.874549,120.862517,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · trade
H&W Deli,supermarket,15.160453,120.556359,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · deli
Iglesia Ni Cristo,government,14.837349,120.735497,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Swimming pool,government,14.971183,120.634904,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Convenience Store,supermarket,14.847003,120.425469,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Convenience Store,supermarket,14.847023,120.425628,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Cabanas Cinema,government,14.875273,120.798479,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
7-Eleven,supermarket,14.874771,120.797051,"Provence Boulevard, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Shakey's,supermarket,14.839427,120.857383,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Uncle John's,supermarket,14.836583,120.78764,"Paombong Provincial Road, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Uncle John's,supermarket,14.835471,120.733215,"M. H. del Pilar Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Center for Kapampangan Studies Museum,government,15.133148,120.58982,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bulacan Polytechnic College,school,14.866506,120.806847,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
Maunlad Mall 1,supermarket,14.843197,120.813551,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · department_store
Orani Police Station 2,police,14.801726,120.537233,"Pampanga, Pampanga",Pampanga,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
Orani Post Office,government,14.802369,120.536731,"Orani, Pampanga",Orani,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Yamaha Motorcycle Shop,supermarket,15.03327,120.687927,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · motorcycle
UK Resort,government,15.004261,120.778276,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
San Miguel Barangay Outpost,police,14.994354,120.781824,"Pampanga, Pampanga",Pampanga,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
San Simon Tricycle Terminal,government,14.980339,120.753235,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Nepo - Sunset Orange Jeep Terminal,government,15.135337,120.586332,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Korean House Restaurant,supermarket,15.182413,120.521508,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Koko Buri Korean Restaurant,supermarket,15.177076,120.528095,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Pampanga's Best Food Stop,supermarket,15.045171,120.690548,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Nona's Kitchen,supermarket,15.044831,120.691686,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mount Malasimbo Resort,government,14.876258,120.437219,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Philipine Postal Corporation,government,14.90847,120.715332,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bebe Anac Chapel,government,14.876851,120.707684,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
